Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
31837545;Municipalite de Saint-Raphael;33737;2018;4;365;25531300;87231.61;30;1688200;1688200;Souterrain;335641;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;5;365;25531300;87231.61;31;2269920;2269920;Souterrain;335642;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;6;365;25531300;87231.61;30;2404380;2404380;Souterrain;335643;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;7;365;25531300;87231.61;31;2704180;2704180;Souterrain;335644;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;8;365;25531300;87231.61;31;2488550;2488550;Souterrain;335645;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;9;365;25531300;87231.61;30;2353090;2353090;Souterrain;335646;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;10;365;25531300;87231.61;31;2098610;2098610;Souterrain;335647;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;11;365;25531300;87231.61;30;2210660;2210660;Souterrain;335648;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;12;365;25531300;87231.61;31;2371510;2371510;Souterrain;335649;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;1;365;8674110;29526.77;31;564800;564800;Souterrain;335650;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;2;365;8674110;29526.77;28;527300;527300;Souterrain;335651;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;3;365;8674110;29526.77;31;585260;585260;Souterrain;335652;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;4;365;8674110;29526.77;30;573230;573230;Souterrain;335653;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;5;365;8674110;29526.77;31;779620;779620;Souterrain;335654;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;6;365;8674110;29526.77;30;817810;817810;Souterrain;335655;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;7;365;8674110;29526.77;31;915330;915330;Souterrain;335656;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;8;365;8674110;29526.77;31;839950;839950;Souterrain;335657;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;9;365;8674110;29526.77;30;798720;798720;Souterrain;335658;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;10;365;8674110;29526.77;31;727900;727900;Souterrain;335659;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;11;365;8674110;29526.77;30;737870;737870;Souterrain;335660;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;12;365;8674110;29526.77;31;806320;806320;Souterrain;335661;48871;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80314493;-70.73881381;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;1;365;17091620;58178.39;31;1112900;1112900;Souterrain;335662;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;2;365;17091620;58178.39;28;1039000;1039000;Souterrain;335663;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;3;365;17091620;58178.39;31;1153180;1153180;Souterrain;335664;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;4;365;17091620;58178.39;30;1129870;1129870;Souterrain;335665;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;5;365;17091620;58178.39;31;1536130;1536130;Souterrain;335666;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
13429071;Municipalite de Saint-Ferreol-les-Neiges;33934;2018;11;365;79263000;285935.48;30;5038000;5038000;Souterrain;337272;49157;Installation de production d'eau potable Saint-Ferreol-les-Neiges ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.15408081;-70.83944592;NULL
13429071;Municipalite de Saint-Ferreol-les-Neiges;33934;2018;12;365;79263000;285935.48;31;6815000;6815000;Souterrain;337273;49157;Installation de production d'eau potable Saint-Ferreol-les-Neiges ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.15408081;-70.83944592;NULL
13429071;Municipalite de Saint-Ferreol-les-Neiges;33934;2018;1;365;242603000;797580.65;31;22837000;22837000;Souterrain;337274;49155;Installation de production d'eau potable Saint-Ferreol-les-Neiges ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.14277924;-70.84638824;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;1;365;172806000;602600;31;12584000;12584000;Surface;340866;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;2;365;172806000;602600;28;11687000;11687000;Surface;340867;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;3;365;172806000;602600;31;15699000;15699000;Surface;340868;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;4;365;172806000;602600;30;18078000;18078000;Surface;340869;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;5;365;172806000;602600;31;18293000;18293000;Surface;340870;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;6;365;172806000;602600;30;14734000;14734000;Surface;340871;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;7;365;17091620;58178.39;31;1803530;1803530;Souterrain;335668;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;8;365;17091620;58178.39;31;1655010;1655010;Souterrain;335669;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;9;365;17091620;58178.39;30;1573760;1573760;Souterrain;335670;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;10;365;17091620;58178.39;31;1434230;1434230;Souterrain;335671;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;11;365;17091620;58178.39;30;1453880;1453880;Souterrain;335672;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;12;365;17091620;58178.39;31;1588740;1588740;Souterrain;335673;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
Y2037641;Golf St-Francois ltee;33780;2018;7;165;74744120;825066.13;31;25577050;25577050;Surface;335725;48943;Club de golf St-Francois;71391;Terrains de golf & country clubs;7139  ;45.678672;-73.705638;23019345
Y2037641;Golf St-Francois ltee;33780;2018;8;165;74744120;825066.13;31;18722910;18722910;Surface;335726;48943;Club de golf St-Francois;71391;Terrains de golf & country clubs;7139  ;45.678672;-73.705638;16850619
Y2037641;Golf St-Francois ltee;33780;2018;9;165;74744120;825066.13;30;3941380;3941380;Surface;335727;48943;Club de golf St-Francois;71391;Terrains de golf & country clubs;7139  ;45.678672;-73.705638;3547242
13427026;Ville de Trois-Pistoles;33606;2018;1;365;721890000;2476258.06;31;57758000;57758000;Surface;333297;48672;Station de purification Trois-Pistoles (nouvelle usine) ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.08846197;-69.19568286;NULL
90545237;Ville de Saint-Felicien;33615;2018;12;17;8183000;548355.56;8;3247800;3247800;Surface;333624;48683;Club Tobo-Ski inc.;713920;Centres de ski;71392 ;48.591431;-72.502458;NULL
Y1604291;Les Produits chimiques Aldex cie ltee;33667;2018;8;347;101667000;605952.38;27;9364000;9364000;NULL;333916;48760;Les Produits chimiques Aldex cie ltee;32521;Fab. de resines & de caoutchouc synthetique;3252  ;NULL;NULL;NULL
Y1604291;Les Produits chimiques Aldex cie ltee;33667;2018;7;347;101667000;605952.38;31;8037000;8037000;NULL;333917;48760;Les Produits chimiques Aldex cie ltee;32521;Fab. de resines & de caoutchouc synthetique;3252  ;NULL;NULL;NULL
Y1604291;Les Produits chimiques Aldex cie ltee;33667;2018;6;347;101667000;605952.38;28;7165000;7165000;NULL;333918;48760;Les Produits chimiques Aldex cie ltee;32521;Fab. de resines & de caoutchouc synthetique;3252  ;NULL;NULL;NULL
Y1604291;Les Produits chimiques Aldex cie ltee;33667;2018;5;347;101667000;605952.38;31;9435000;9435000;NULL;333919;48760;Les Produits chimiques Aldex cie ltee;32521;Fab. de resines & de caoutchouc synthetique;3252  ;NULL;NULL;NULL
11492261;Ville de Candiac;33752;2018;1;0;0;0;0;0;0;Surface;335118;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
31837545;Municipalite de Saint-Raphael;33737;2018;6;365;17091620;58178.39;30;1611390;1611390;Souterrain;335667;48869;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80343207;-70.73916882;NULL
Y2037641;Golf St-Francois ltee;33780;2018;10;165;74744120;825066.13;12;485090;485090;Surface;335728;48943;Club de golf St-Francois;71391;Terrains de golf & country clubs;7139  ;45.678672;-73.705638;436581
24487555;Corporation de Technologie Matting;33816;2018;6;364;22257000;102566.67;30;658000;658000;NULL;336093;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;6;364;22257000;102566.67;30;0;658000;NULL;336094;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;7;364;22257000;102566.67;31;1467000;1467000;NULL;336095;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;7;364;22257000;102566.67;31;0;1467000;NULL;336096;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;8;364;22257000;102566.67;31;1406000;1406000;NULL;336097;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;8;364;22257000;102566.67;31;0;1406000;NULL;336098;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
13426721;Municipalite de Sainte-Melanie;33897;2018;8;365;178497000;628129.03;31;15289000;15289000;Souterrain;336657;49100;Systeme d'approvisionnement sans traitement, Ste-Melanie, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.137685;-73.505766;15289000
13426721;Municipalite de Sainte-Melanie;33897;2018;9;365;178497000;628129.03;30;13677000;13677000;Souterrain;336658;49100;Systeme d'approvisionnement sans traitement, Ste-Melanie, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.137685;-73.505766;13677000
13426721;Municipalite de Sainte-Melanie;33897;2018;10;365;178497000;628129.03;31;13659000;13659000;Souterrain;336659;49100;Systeme d'approvisionnement sans traitement, Ste-Melanie, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.137685;-73.505766;13659000
13426721;Municipalite de Sainte-Melanie;33897;2018;11;365;178497000;628129.03;30;13607000;13607000;Souterrain;336660;49100;Systeme d'approvisionnement sans traitement, Ste-Melanie, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.137685;-73.505766;13607000
13426721;Municipalite de Sainte-Melanie;33897;2018;12;365;178497000;628129.03;31;14070000;14070000;Souterrain;336661;49100;Systeme d'approvisionnement sans traitement, Ste-Melanie, municipal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.137685;-73.505766;14070000
13436761;Municipalite de la Cote-Nord-du-Golfe-du-Saint-Laurent ;33886;2018;1;363;3863500;19516.13;31;605000;605000;Souterrain;341735;49073;Station de purification Chevery (aut. trai.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;50.47416117;-59.61464888;NULL
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;3;364;168888000;515709.68;31;15987000;15987000;Souterrain;332721;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2398050
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;4;364;168888000;515709.68;30;14737000;14737000;Souterrain;332722;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2210550
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;5;364;168888000;515709.68;30;14737000;14737000;Souterrain;332723;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2210550
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;6;364;168888000;515709.68;30;15000000;15000000;Souterrain;332724;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2250000
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;7;364;168888000;515709.68;31;15378000;15378000;Souterrain;332725;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2306700
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;8;364;168888000;515709.68;31;15907000;15907000;Souterrain;332726;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;2386050
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;9;364;168888000;515709.68;30;12911000;12911000;Souterrain;332727;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;1936650
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;10;364;168888000;515709.68;31;12724000;12724000;Souterrain;332728;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;1908600
16522906;Municipalite de Sainte-Helene-de-Bagot;33555;2018;11;364;168888000;515709.68;30;9652000;9652000;Souterrain;332729;48613;Station de purification Ste-Helene-Bagot (station pur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.72898128;-72.73579765;1447800
