Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
28025484;Nutrinor Cooperative;33450;2018;9;365;97963000;425032.26;30;6567000;6567000;NULL;331295;48468;Laiterie Alma Nutrinor;3121;Fab. de boissons;312   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;3;365;73061000;265900;31;5557000;5557000;NULL;331302;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;4;365;73061000;265900;30;6205000;6205000;NULL;331303;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;5;365;73061000;265900;31;5417000;5417000;NULL;331304;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;6;365;73061000;265900;30;6218000;6218000;NULL;331305;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;7;365;73061000;265900;31;6446000;6446000;NULL;331306;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;8;365;73061000;265900;31;6762000;6762000;NULL;331307;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;9;365;73061000;265900;30;7977000;7977000;NULL;331308;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;10;365;73061000;265900;31;7009000;7009000;NULL;331309;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;11;365;73061000;265900;30;5986000;5986000;NULL;331310;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
Y0600209;Alphacasting inc.;33453;2018;12;365;73061000;265900;31;5563000;5563000;NULL;331311;48470;Alphacasting inc.;3315;Fonderies;331   ;NULL;NULL;NULL
11498169;Ville de Thurso;32928;2018;11;365;448384000;1432580.65;30;30735000;30735000;Surface;321051;47557;Station de purification Thurso (sta.pur.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.61303056;-75.24505092;28540000
13435078;Municipalite de Fassett;32931;2018;2;365;25135000;137838.71;28;1524000;1524000;Souterrain;321052;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;1524000
13435078;Municipalite de Fassett;32931;2018;3;365;25135000;137838.71;31;1793000;1793000;Souterrain;321053;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;1793000
13435078;Municipalite de Fassett;32931;2018;4;365;25135000;137838.71;30;1718000;1718000;Souterrain;321055;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;1718000
13435078;Municipalite de Fassett;32931;2018;5;365;25135000;137838.71;31;1599000;1599000;Souterrain;321056;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;1599000
13435078;Municipalite de Fassett;32931;2018;6;365;25135000;137838.71;30;3419000;3419000;Souterrain;321058;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;3419000
13435078;Municipalite de Fassett;32931;2018;7;365;25135000;137838.71;31;4273000;4273000;Souterrain;321059;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;4273000
13435078;Municipalite de Fassett;32931;2018;8;365;25135000;137838.71;31;3715000;3715000;Souterrain;321060;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;3715000
13435078;Municipalite de Fassett;32931;2018;9;365;25135000;137838.71;30;978000;978000;Souterrain;321061;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;978000
13435078;Municipalite de Fassett;32931;2018;10;365;25135000;137838.71;31;635000;635000;Souterrain;321062;47568;Station de purification Fassett (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.66375566;-74.87262154;635000
Y2081941;Coulombe Quebec limitee;32969;2018;1;365;131923890;571999.35;31;9491600;9491600;NULL;321685;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;2;365;131923890;571999.35;28;10374500;10374500;NULL;321686;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;3;365;131923890;571999.35;31;7724010;7724010;NULL;321687;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;4;365;131923890;571999.35;30;9857710;9857710;NULL;321688;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;5;365;131923890;571999.35;31;10823160;10823160;NULL;321689;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;6;365;131923890;571999.35;30;10064020;10064020;NULL;321690;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;7;365;131923890;571999.35;31;17731980;17731980;NULL;321692;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;8;365;131923890;571999.35;31;13783620;13783620;NULL;321693;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
Y2081941;Coulombe Quebec limitee;32969;2018;9;365;131923890;571999.35;30;14254700;14254700;NULL;321694;47622;Coulombe Quebec ltee;31211;Fab. de boissons gazeuses & de glace;3121  ;NULL;NULL;NULL
15583974;Municipalite de Lyster;33002;2018;2;365;94465000;303500;28;6454000;6454000;Souterrain;322131;47669;Installation de production sans traitement Lyster (app);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.36987294;-71.57878306;NULL
13431788;Paroisse de Sainte-Perpetue;33067;2018;7;365;47299550;184956.67;31;4245200;4245200;Souterrain;323545;47776;Installation de production Sainte-Perpetue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.0625715;-72.48666607;NULL
13431788;Paroisse de Sainte-Perpetue;33067;2018;8;365;47299550;184956.67;31;3476600;3476600;Souterrain;323552;47776;Installation de production Sainte-Perpetue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.0625715;-72.48666607;NULL
13431788;Paroisse de Sainte-Perpetue;33067;2018;9;365;47299550;184956.67;30;3188500;3188500;Souterrain;323556;47776;Installation de production Sainte-Perpetue;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.0625715;-72.48666607;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;1;364;8647000;47366.67;31;266000;266000;Souterrain;323557;47797;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.550498;-61.53386756;NULL
13432844;Municipalite de Shawville;33086;2018;11;364;13885000;97966.67;30;350000;350000;Souterrain;323669;47854;Station de purification Shawville (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.60699274;-76.48714137;0
27305903;Arcelormittal Coteau-du-Lac inc.;33089;2018;7;365;36212900;181313.33;31;5229300;5229300;NULL;323671;47868;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
13432844;Municipalite de Shawville;33086;2018;12;364;13885000;97966.67;31;293000;293000;Souterrain;323672;47854;Station de purification Shawville (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.60699274;-76.48714137;0
27305903;Arcelormittal Coteau-du-Lac inc.;33089;2018;8;365;36212900;181313.33;31;3594300;3594300;NULL;323673;47868;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
27305903;Arcelormittal Coteau-du-Lac inc.;33089;2018;9;365;36212900;181313.33;30;1694500;1694500;NULL;323674;47868;ArcelorMittal Coteau-du-Lac inc.;33281;Revet., gravure, trait. therm. & act. analogues;3328  ;NULL;NULL;NULL
13432844;Municipalite de Shawville;33086;2018;1;364;27677000;188433.33;31;1052000;1052000;Souterrain;323675;47853;Station de purification Shawville (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.60679478;-76.48714142;0
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;1;365;72700;467.74;31;7200;7200;Souterrain;324257;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;4;365;72700;467.74;30;8500;8500;Souterrain;324260;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;5;365;72700;467.74;31;3500;3500;Souterrain;324261;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;6;365;72700;467.74;30;3100;3100;Souterrain;324262;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;7;365;72700;467.74;31;2100;2100;Souterrain;324263;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;8;365;72700;467.74;31;3300;3300;Souterrain;324264;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;9;365;72700;467.74;30;3400;3400;Souterrain;324265;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;10;365;72700;467.74;31;4200;4200;Souterrain;324266;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
Y2096131;Corporation Ski & Golf Mont-Orford;32518;2018;11;365;72700;467.74;30;2800;2800;Souterrain;324271;46918;Station de ski du Mont-Orford;71392;Centres de ski;7139  ;45.31618333;-72.21955333;NULL
11626611;Carriere d'Acton Vale ltee;33126;2018;2;365;228845000;1081066.67;28;21928000;22647000;Surface;324720;47940;Carriere d'Acton Vale ltee;21231;Extraction de pierre;2123  ;45.64361111;-72.55444444;21928000
11626611;Carriere d'Acton Vale ltee;33126;2018;2;365;228845000;1081066.67;28;719000;22647000;Surface;324721;47940;Carriere d'Acton Vale ltee;32732;Fab. de beton prepare;3273  ;45.64361111;-72.55444444;719000
11626611;Carriere d'Acton Vale ltee;33126;2018;3;365;228845000;1081066.67;31;28939000;29294000;Surface;324725;47940;Carriere d'Acton Vale ltee;21231;Extraction de pierre;2123  ;45.64361111;-72.55444444;28939000
11626611;Carriere d'Acton Vale ltee;33126;2018;3;365;228845000;1081066.67;31;355000;29294000;Surface;324726;47940;Carriere d'Acton Vale ltee;32732;Fab. de beton prepare;3273  ;45.64361111;-72.55444444;355000
11626611;Carriere d'Acton Vale ltee;33126;2018;4;365;228845000;1081066.67;30;17905000;19129000;Surface;324727;47940;Carriere d'Acton Vale ltee;21231;Extraction de pierre;2123  ;45.64361111;-72.55444444;17905000
11626611;Carriere d'Acton Vale ltee;33126;2018;4;365;228845000;1081066.67;30;1224000;19129000;Surface;324728;47940;Carriere d'Acton Vale ltee;32732;Fab. de beton prepare;3273  ;45.64361111;-72.55444444;1224000
13429899;Municipalite du village de Hemmingford;33120;2018;2;365;106488000;373548.39;28;7300000;7300000;Souterrain;324729;47930;Station de purification Hemmingford (Village);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.0432;-73.5795;7300000
11626611;Carriere d'Acton Vale ltee;33126;2018;5;365;228845000;1081066.67;31;16713000;18707000;Surface;324730;47940;Carriere d'Acton Vale ltee;21231;Extraction de pierre;2123  ;45.64361111;-72.55444444;16713000
11626611;Carriere d'Acton Vale ltee;33126;2018;5;365;228845000;1081066.67;31;1994000;18707000;Surface;324731;47940;Carriere d'Acton Vale ltee;32732;Fab. de beton prepare;3273  ;45.64361111;-72.55444444;1994000
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;1;364;3049000;17766.67;31;94000;94000;Souterrain;324732;47798;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.54759992;-61.53898075;NULL
11626611;Carriere d'Acton Vale ltee;33126;2018;6;365;228845000;1081066.67;30;12416000;14562000;Surface;324733;47940;Carriere d'Acton Vale ltee;21231;Extraction de pierre;2123  ;45.64361111;-72.55444444;12416000
11626611;Carriere d'Acton Vale ltee;33126;2018;6;365;228845000;1081066.67;30;2146000;14562000;Surface;324734;47940;Carriere d'Acton Vale ltee;32732;Fab. de beton prepare;3273  ;45.64361111;-72.55444444;2146000
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;2;364;3049000;17766.67;28;121000;121000;Souterrain;324735;47798;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.54759992;-61.53898075;NULL
13429899;Municipalite du village de Hemmingford;33120;2018;3;365;106488000;373548.39;31;7690000;7690000;Souterrain;324736;47930;Station de purification Hemmingford (Village);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.0432;-73.5795;7690000
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;8;365;5656000;26580.65;31;634000;634000;Souterrain;324820;47801;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55886639;-61.52211243;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;9;365;5656000;26580.65;30;745000;745000;Souterrain;324821;47801;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55886639;-61.52211243;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;10;365;5656000;26580.65;31;481000;481000;Souterrain;324822;47801;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55886639;-61.52211243;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;11;365;5656000;26580.65;30;223000;223000;Souterrain;324823;47801;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55886639;-61.52211243;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;12;365;5656000;26580.65;31;303000;303000;Souterrain;324824;47801;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55886639;-61.52211243;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;1;365;11783000;61806.45;31;336000;336000;Souterrain;324825;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;2;365;11783000;61806.45;28;446000;446000;Souterrain;324826;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;3;365;11783000;61806.45;31;542000;542000;Souterrain;324827;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;4;365;11783000;61806.45;30;981000;981000;Souterrain;324828;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;5;365;11783000;61806.45;31;1916000;1916000;Souterrain;324829;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;6;365;11783000;61806.45;30;1308000;1308000;Souterrain;324830;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;7;365;11783000;61806.45;31;1486000;1486000;Souterrain;324831;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;8;365;11783000;61806.45;31;1234000;1234000;Souterrain;324832;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33075;2018;9;365;11783000;61806.45;30;1756000;1756000;Souterrain;324833;47804;Station de purification - Grande-Entree;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.55371592;-61.5410847;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;1;365;44180000;182903.23;31;3292000;3292000;Souterrain;325744;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;2;365;44180000;182903.23;28;1741000;1741000;Souterrain;325745;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;3;365;44180000;182903.23;31;1575000;1575000;Souterrain;325746;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;4;365;44180000;182903.23;30;2753000;2753000;Souterrain;325747;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;5;365;44180000;182903.23;31;3395000;3395000;Souterrain;325748;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;6;365;44180000;182903.23;30;4583000;4583000;Souterrain;325749;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;7;365;44180000;182903.23;31;4068000;4068000;Souterrain;325750;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;8;365;44180000;182903.23;31;5670000;5670000;Souterrain;325751;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2001160;Municipalite Les iles-de-la-Madeleine;33078;2018;9;365;44180000;182903.23;30;4851000;4851000;Souterrain;325752;47831;Systeme d'approvisionnement sans traitement - ile centrale;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.39972141;-61.90425645;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33197;2018;8;365;852666000;2465096.77;31;76418000;76418000;NULL;326678;48055;Saputo produits laitiers Canada inc. (Saint-Hyacinthe);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33197;2018;9;365;852666000;2465096.77;30;71499000;71499000;NULL;326679;48055;Saputo produits laitiers Canada inc. (Saint-Hyacinthe);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33197;2018;10;365;852666000;2465096.77;31;72253000;72253000;NULL;326680;48055;Saputo produits laitiers Canada inc. (Saint-Hyacinthe);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33197;2018;11;365;852666000;2465096.77;30;70129000;70129000;NULL;326681;48055;Saputo produits laitiers Canada inc. (Saint-Hyacinthe);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33197;2018;12;365;852666000;2465096.77;31;68049000;68049000;NULL;326682;48055;Saputo produits laitiers Canada inc. (Saint-Hyacinthe);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;1;365;66732000;219451.61;31;5810000;5810000;NULL;326683;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;2;365;66732000;219451.61;28;4442000;4442000;NULL;326684;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;3;365;66732000;219451.61;31;4750000;4750000;NULL;326685;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;4;365;66732000;219451.61;30;4653000;4653000;NULL;326686;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;5;365;66732000;219451.61;31;5218000;5218000;NULL;326687;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;6;365;66732000;219451.61;30;5016000;5016000;NULL;326688;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;7;365;66732000;219451.61;31;6803000;6803000;NULL;326689;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;8;365;66732000;219451.61;31;6246000;6246000;NULL;326690;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;9;365;66732000;219451.61;30;5865000;5865000;NULL;326691;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y2028154;Saputo Produits Laitiers Canada S.E.N.C.;33198;2018;10;365;66732000;219451.61;31;6250000;6250000;NULL;326692;48056;Saputo Produits Laitiers Canada s.e.n.c. (Mont-Laurier);311515;Fab. beurre, fromage, prod. laitier sec & conc.;31151 ;NULL;NULL;NULL
Y1200570;Exceldor cooperative;32926;2018;9;255;60912000;425000;19;5017000;5017000;Souterrain;326940;47552;Exceldor Cooperative (St-Damase);31161;Abattage & transformation d'animaux;3116  ;45.52355;-72.99923333;5017000
Y1200570;Exceldor cooperative;32926;2018;10;255;60912000;425000;23;4594000;4594000;Souterrain;326941;47552;Exceldor Cooperative (St-Damase);31161;Abattage & transformation d'animaux;3116  ;45.52355;-72.99923333;4594000
Y1200570;Exceldor cooperative;32926;2018;11;255;60912000;425000;22;9350000;9350000;Souterrain;326942;47552;Exceldor Cooperative (St-Damase);31161;Abattage & transformation d'animaux;3116  ;45.52355;-72.99923333;9350000
Y1200570;Exceldor cooperative;32926;2018;12;255;60912000;425000;17;6683000;6683000;Souterrain;326943;47552;Exceldor Cooperative (St-Damase);31161;Abattage & transformation d'animaux;3116  ;45.52355;-72.99923333;6683000
13429550;Municipalite du Lac-Frontiere;33175;2018;9;365;16829700;82832.26;30;830200;830200;Souterrain;327027;48020;Installation de production Lac-Frontiere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.69472626;-70.02420493;NULL
13429550;Municipalite du Lac-Frontiere;33175;2018;10;365;16829700;82832.26;31;812300;812300;Souterrain;327028;48020;Installation de production Lac-Frontiere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.69472626;-70.02420493;NULL
13429550;Municipalite du Lac-Frontiere;33175;2018;11;365;16829700;82832.26;30;604000;604000;Souterrain;327029;48020;Installation de production Lac-Frontiere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.69472626;-70.02420493;NULL
13429550;Municipalite du Lac-Frontiere;33175;2018;12;365;16829700;82832.26;31;1103600;1103600;Souterrain;327030;48020;Installation de production Lac-Frontiere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.69472626;-70.02420493;NULL
13436696;Municipalite de Saint-Bruno-de-Guigues ;33217;2018;1;365;66286000;206129.03;31;6058000;6058000;Souterrain;327032;48086;Station de purification St-Bruno-de-Guigues;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.46492214;-79.45476626;NULL
13436696;Municipalite de Saint-Bruno-de-Guigues ;33217;2018;2;365;66286000;206129.03;28;5524000;5524000;Souterrain;327033;48086;Station de purification St-Bruno-de-Guigues;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.46492214;-79.45476626;NULL
